WVS_question_id,WVS_question,annotator,annotation_value_relationship,textual_premise,value_hypothesis,resonance_label,resonance_coded
G295_ior,  Who decides care for children’s health: Man OR,2,narrative_negation,"He is a bad husband for concerning himself with the care of his children's health, he should leave that to his wife. His job is to provide for them, not to care for them.",Men should help make decisions on care for children’s health.,conflicts,0
G299_and,  Who decides with whom girls should marry: Together,2,narrative_negation,"She should know that as a mother, whomever her daughter marries is out of her control. I told her she needs to have faith in her husband. He will find an appropriate match for their daughter.",Men and women should make decisions on with whom girls should marry together.,conflicts,0
Q222, Vote in elections: national level,2,narrative_negation,"Who bother's voting at all these days, I know I don't. It won't change anything!",I always vote in national elections.,conflicts,0
Q238, Political system: Having a democratic political system,2,narrative_negation,You have to feel bad for people living under democracy with no sense of true progress. Democracies never accomplish anything. ,It is very good to have a democratic political system.,conflicts,0
G300_ior,  Who decides if and when to have children: Man OR,2,narrative_negation,"As a man, he needs to learn that it is his wife's decision, and her decision alone, when and even if to have children. ",Men should help make decisions on if and when to have children.,conflicts,0
Q224, How often in country´s elections: Votes are counted fairly,2,narrative_negation,I don't understand anyone who's surprised to hear the last election had votes dropped and duplicated. All our elections have been rigged for the past decade.,Votes are always counted fairly in my country's elections.,conflicts,0
G300_and,  Who decides if and when to have children: Together,2,narrative_negation,"It is his role, as her husband, to decide if and when they have children; and she, as his wife, must respect that with her obedience. ",Men and women should make decisions on if and when to have children together.,conflicts,0
G303_and,  Who decides whether to use condoms: Together,2,narrative_negation,"I can't believe he tried to tell her he wanted to use condoms when she said she didn't want to! As a woman, it's her decision alone how she wants to have sex.",Men and women should decide whether to use condoms together.,conflicts,0
G301_ior,  Who decides on the number of children: Man OR,2,narrative_negation,I have lost all respect for Marco after hearing he tried to offer an opinion when Janine told him she wanted to have another baby together. ,Men should help make decisions on the number of children.,conflicts,0
Q226, How often in country´s elections: TV news favors the governing party,2,narrative_negation,The incumbents need to be really careful with the election coming up. You know how the media always rips into them around election time.,"During my country's elections, TV news always favors the governing party.",conflicts,0
G337b, Men in the community are motivated to use modern contraceptives (including supporting female partner),2,narrative_negation,Just tell her you can't get hard next time she asks you to wear a condom. That's what all the guys do and sex is way better without a condom on.,"Men in the community are motivated to use modern contraceptives, including supporting female partner.",conflicts,0
G304_ior,  Who decides whether to use other modern contraceptives: Man OR,2,narrative_negation,"Ok, other than wanting to use a condom, he should know better than to offer an opinion on what contraceptives she uses.",Men should play a role in deciding whether to use modern contraceptives other than condoms.,conflicts,0
G301_and,  Who decides on the number of children: Together,2,narrative_negation,"As his wife, it is her duty to bare him as many children as he wishes.",Men and women should make decisions on the number of children together.,conflicts,0
G297_ior,  Who decides whether girls should go to school: Man OR,2,narrative_negation,"He's a man, it's not his job to be concerned about our daughter's education.",Men should help make decisions on whether girls should go to school.,conflicts,0
G302_ior,  Who decides if and when to have sex: Man OR,2,narrative_negation,"He's a man, he has no role in deciding if or when he may sleep with his wife. ",Men should play a role in deciding if and when to have sex.,conflicts,0
G302_and,  Who decides if and when to have sex: Together,2,narrative_negation,As his wife she must obey his desires. It is not her place to deny him sex or request sex from him.,Men and women should decide together if and when to have sex.,conflicts,0
G297_and,  Who decides whether girls should go to school: Together,2,narrative_negation,"Amira is her mother, not her father, it is not her place to offer opinions on her daughter's education.",Men and women should make decisions on whether girls should go to school together.,conflicts,0
G303_ior,  Who decides whether to use condoms: Man OR,2,narrative_negation,It is not his place to offer opinions on whether or not to use condoms; nor is it any man's!,Men should play a role in deciding whether to use condoms.,conflicts,0
G298_ior,  Who decides when girls should marry: Man OR,2,narrative_negation,"Who Mariah marries will be the sole decision her mother and the mother of her groom, as God decreed.",Men should help make decisions on when girls should marry.,conflicts,0
Q234A, How much would you say the political system in your country allows people like you to have a say in what the government does?,2,narrative_negation,People like you and I have no say in how we are governed or how the world changes around us.,The political system in my country allows people like me a great deal of say in what the government does.,conflicts,0
G306_ior,  Who decides if boys should be circumcised: Man OR,2,narrative_negation,It is not his job to decide on the circumcision of his son! The boy's mother bears that responsibility.,Men should play a role in deciding if boys should be circumcised.,conflicts,0
G298_and,  Who decides when girls should marry: Together,2,narrative_negation,Whomever her daughter marries will be decided upon by her husband and the father of the groom. Arranging marriages is the domain of men.,Men and women should make decisions on when girls should marry together.,conflicts,0
G338a, How easy is modern contraceptives use for women in the community,2,narrative_negation,"As a woman, it's dangerous to be seen buying condoms anywhere around our village.",It is very easy for women in the community to access and use modern contraceptives.,conflicts,0
G306_and,  Who decides if boys should be circumcised: Together,2,narrative_negation,"I don't care what my wife thinks, she is a woman! My son will be circumcised and that's final!",Men and women should decide together if boys should be circumcised.,conflicts,0
G339, Current/last pregnancy: did you want to get pregnant,2,narrative_negation,He may have been a happy accident but we certainly didn't plan to have our youngest child.,My last pregnancy was planned and desired.,conflicts,0
G299_ior,  Who decides with whom girls should marry: Man OR,2,narrative_negation,It is not his role to offer advice on with whom his daughter marries.,Men should help make decisions on with whom girls should marry.,conflicts,0
G304_and,  Who decides whether to use other modern contraceptives: Together,2,narrative_negation,It's not her place to disobey her husband when he has ordered her to take birth control pills.,Men and women should decide together whether to use modern contraceptives other than condoms.,conflicts,0
G305_ior,  Who decides if girls should be circumcised: Man OR,2,narrative_negation,"I can't believe he's going to get his daughter circumcised! No man should have that power, nor the ability to even consider doing such a thing!",Men should play a role in deciding if girls should be circumcised.,conflicts,0
Q237, Political system: Having the army rule,2,narrative_negation,Did you hear about that military coup the other day? God help those poor people living under the army's rule.,"Politically, it is very good to have the army rule.",conflicts,0
Q152-3_growth, Aims of country: economic growth,2,narrative_negation,The government is painfully out of touch. They continue to focus on economic growth while leaving countless more pressing issues by the wayside., Over the coming years the government should emphasize a high level of economic growth.,conflicts,0
G305_and,  Who decides if girls should be circumcised: Together,2,narrative_negation,"It's shameful that his wife, a woman, was allowed to offer an opinion on whether or not to circumcise their daughter.",Men and women should decide together if girls should be circumcised.,conflicts,0
G292_ior,  Who decides major household purchases: Man OR,2,narrative_negation,The running of the household is the sole domain of his wife. He may provide her money but whatever she buys for their household is beyond his concern.,Men should help make decisions on major household purchases.,conflicts,0
G344, Confidence: Family planning counselor,2,narrative_negation,"Trust me, that family planning counselor knows nothing. Don't listen to him.",When it comes to family planning and child birth I have a great deal of confidence in the family planning counselor.,conflicts,0
Q152-3_defense, Aims of country: defense,4,narrative_restatement,Our Commander in Chief is great because he's making the strength of our country's defense forces a priority for the next several years., Over the coming years the government should prioritize ensuring this country has strong defense forces.,resonates,2
Q152-3_individual_voice, Aims of country: individual empowerment,4,narrative_restatement,The government here is terrible since they haven't focused on giving people more say into how things are done in their communities and workplaces., Over the coming years the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities.,resonates,2
G346, Confidence: Traditional birth attendant,4,narrative_restatement,"Cherie has picked the best source of advice for her family planning and childbirth decisions, which is a traditional birth attendant.",When it comes to family planning and child birth I have a great deal of confidence in traditional birth attendants.,resonates,2
G304_xor,  Who decides whether to use other modern contraceptives: Man XOR,4,narrative_restatement,Louisa has sensibly left the decision of whether she should use modern contraceptives other than condoms up to her husband Walter.,"Men, and not women, should decide whether to use modern contraceptives other than condoms.",resonates,2
Q156-7_humanity, Most important: humanity,4,narrative_restatement,"Our neighboring town has the worst priorities and is focused on making their community as impersonal as possible, rather than being more humane.",Progress toward a less impersonal and more humane society is of utmost importance.,resonates,2
Q154-5_speech, Aims of respondent: freedom of speech,4,narrative_restatement,Their senator was terrible because he barely paid attention to protecting freedom of speech.,Protecting freedom of speech is of utmost importance.,resonates,2
Q39, People who don´t work turn lazy,4,narrative_restatement,Charlie has turned extremely lazy since he stopped working.,People who don't work turn lazy.,resonates,2
Q156-7_econ_stability, Most important: economic stability,4,narrative_restatement,Our prime minister is doing what's best for us and focusing on having a stable economy.,Having a stable economy is of utmost importance.,resonates,2
Q154-5_price, Aims of respondent: price mitigation,4,narrative_restatement,Their coalition is amazing because they're focusing on fighting increasing prices.,Fighting rising prices is of utmost importance.,resonates,2
Q154-5_voice, Aims of respondent: peoples voice in decision making,4,narrative_restatement,President Bush is the worst since he doesn't care about giving people more say in important government decisions.,Giving people more say in important government decisions is of utmost importance.,resonates,2
Q24, Neighbors: Heavy drinkers,4,narrative_restatement,Janine's neighbors were the worst since they drank too much on a daily basis.,I would hate to have heavy drinkers as neighbors.,resonates,2
G341, Confidence: Nurse,4,narrative_restatement,I'm so glad Therese is going to a nurse for her child birth and family planning decisions; they're the best at giving that advice.,When it comes to family planning and child birth I have a great deal of confidence in nurses.,resonates,2
Q14, Important child qualities: determination perseverance,4,narrative_restatement,Mrs. Smith has the best kids since they always exhibit perseverance and determination.,Determination and perseverance are very important qualities in children.,resonates,2
Q154-5_order, Aims of respondent: order,1,narrative_restatement,I wholeheartedly agree with the importance of our nation to maintain some form of order.,Maintaining order in the nation is of utmost importance.,resonates,2
Q259, Feel close to the world,1,narrative_restatement,"I feel that I have an intimate relationship to the world, and I accept it.",I feel very close to the world.,resonates,2
G300_xor,  Who decides if and when to have children: Man XOR,1,narrative_restatement,"I'm disappointed that Mary will decide if and when her and her husband will have children, and not her husband.","Men, and not women, should decide if and when to have children.",resonates,2
Q271, Do you live with your parents,5,narrative_restatement,I have to live with my parents because I can't afford a place of my own.,I live with my parents.,resonates,2
G339, Current/last pregnancy: did you want to get pregnant,5,narrative_restatement,I was so excited when I found out I was pregnant again. We had been trying for months and finally it happened.,My last pregnancy was planned and desired.,resonates,2
G329, A couple should decide together if they want to have children,5,narrative_restatement,"After a long discussion, me and my wife decided that we did not want to have children.",A couple should decide together if they want to have children.,resonates,2
Q72, Confidence: The Political Parties,4,narrative_restatement,"People who don't have high confidence in our nation's political parties are clearly misguided, since the parties always do what's best for us.",I have high confidence in my nation's political parties.,resonates,2
G346, Confidence: Traditional birth attendant,5,narrative_restatement,"Traditional birth attendants have a lot of knowledge and experience in family planning and child birth that is passed down from generation to generation, which gives me a lot of confidence.",When it comes to family planning and child birth I have a great deal of confidence in traditional birth attendants.,resonates,2
Q79, Confidence: The Environmental Protection Movement,5,narrative_restatement,"Even though I am just one person, I am confident that the environmental protection movement can make a difference.",I have high confidence in the environmental protection movement.,resonates,2
Q107, Private vs state ownership of business,5,narrative_restatement,The government should get out of the business of owning and regulating businesses. Privatization is the answer to increasing efficiency and productivity.,Private ownership of business and industry should be increased.,resonates,2
G359, Confidence nearest clinic to deliver: Antiretroviral therapy,4,narrative_restatement,"Shirley is heading to the clinic to receive antiretroviral therapy, which is great because the clinics offer the best possible care.","I have a great deal of confidence in the health services, clinic, or nearest hospital to deliver antiretroviral therapy.",resonates,2
G358, Confidence nearest clinic to deliver: HIV testing and counseling,4,narrative_restatement,Karl is making a huge mistake by not trusting the nearest hospital to handle his HIV testing and counseling needs.,"I have a great deal of confidence in the health services, clinic, or nearest hospital to deliver HIV testing and counseling.",resonates,2
Q13, Important child qualities: thrift saving money and things,5,narrative_restatement,"Sandy's parents always taught her the importance of being thrifty, teaching her to save her money and be mindful of her spending.",It is very important for children to be thrifty in saving money and other economic pursuits.,resonates,2
Q216, Social activism: Encouraging others to vote,4,narrative_restatement,My local political coalition and I are going out to encourage people to take action about political issues by voting and campaigning.  It's the only way they can truly make a difference!,I have encouraged people to vote during elections and would do so again. ,resonates,2
Q135, Frequency in your neighborhood: Racist behavior,5,narrative_restatement,I regularly see kids in my neighborhood bullying other kids and expressing racist sentiment because of their skin color,Racist behavior happens all the time in my neighborhood.,resonates,2
G302_ior,  Who decides if and when to have sex: Man OR,4,narrative_restatement,Lawrence was right when he mentioned that he needs to play a part in the process of deciding if and when he and his girlfriend should have sex.,Men should play a role in deciding if and when to have sex.,resonates,2
G304_and,  Who decides whether to use other modern contraceptives: Together,5,narrative_restatement,It was good that Sally and Joe had a talk about contraceptives before they decided to use them.,Men and women should decide together whether to use modern contraceptives other than condoms.,resonates,2
H338, It is a woman´s responsibility to avoid getting pregnant,4,narrative_restatement,"All the women in my family, myself included, planned and desired all of our pregnancies, since children should never be born to an unprepared mother.",It is a woman's responsibility to avoid getting pregnant.,resonates,2
Q246, Democracy: Civil rights protect people’s liberty against oppression,5,narrative_restatement,The civil rights movement was a pivotal step in this nation's progress toward a less impersonal and more humane society.,"Civil rights, designed to protect people’s liberty against oppression are essential characteristics of democracy.",resonates,2
Q16, Important child qualities: unselfishness,4,narrative_restatement,Roberta's children are amazing since they are so unselfish and always share with each other.,It is very important for children to be unselfish. ,resonates,2
Q130_limited,Immigration policy preference: limited,4,narrative_restatement,The number of immigrants coming into the United States is so unwieldy; it would be great if there was a strict limit on how many people could immigrate.," Reguarding immigration, the government should place strict limits on the number of foreigners who can come here.",resonates,2
Q243, Democracy: People choose their leaders in free elections,5,narrative_restatement,"By voting in her first election, Sally was able to play her part in democracy and choose a leader who truly represented her and her beliefs.",People choosing their leaders in free elections is an essential characteristic of democracy.,resonates,2
Q152-3_individual_voice, Aims of country: individual empowerment,5,narrative_restatement,Sally was so glad when the government passed a law that focused on giving people more of a say in their jobs because she was getting fed up with her boss who was always making decisions without consulting the people who would be most affected by them., Over the coming years the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities.,resonates,2
Q247, Democracy: The state makes people´s incomes equal,0,narrative_restatement,Our democracy has been falling behind for two decades ever since the parliament started allowing incomes to drift apart.,State ensured income equality is an essential characteristic of democracy.,resonates,2
Q179, Justifiable: Stealing property,5,narrative_restatement,I was walking through the city when I saw a wallet on the ground. I decided to take it because no one was around and it's not like I was stealing from anyone in particular.,Stealing property is justifiable.,resonates,2
Q287_lm, Social class (subjective): lower middle class,1,narrative_restatement,"My best friend Peter would consider me lower middle class, and I agree with him.",I would consider myself lower middle class.,resonates,2
Q159," Because of science and technology, there will be more opportunities for the next generation",5,narrative_restatement,"I am excited for my children, Evan, Leah and Max, who will have many opportunities in the future thanks to the progress in science and technology.","Because of science and technology, there will be more opportunities for the next generation.",resonates,2
Q57, Most people can be trusted,5,narrative_restatement,I meet a lot of different types of people in my line of work and I find that I can trust most of them.,Most people can be trusted.,resonates,2
Q52, Frequency you/family (last 12 month): Felt unsafe from crime in your own home,5,narrative_restatement,"One year ago, I was walking home from work late at night when someone assaulted me. ","Over the past year, my family and I have frequently felt unsafe from crime in our own home.",resonates,2
G294_ior,  Who deicdes whether a woman should give birth at a clinic: Man OR,1,narrative_restatement,"My friend believes that it is my duty as a man to help my wife decide whether she gives birth at a clinic, and I agree with my friend.",Men should help make decisions on whether a woman should give birth at a clinic.,resonates,2
G348," Confidence: Religious leader (imam, church, priest, faith healers etc)",5,narrative_restatement,"Last year, I was in the process of family planning and my religious leader was there for me every step of the way through those tough times, helping me gain confidence in them.",When it comes to family planning and child birth I have a great deal of confidence in my religious leader.,resonates,2
Q32, Being a housewife just as fulfilling,5,narrative_restatement,"After years of hustle and bustle, I've finally found contentment in being a housewife. It's just as fulfilling as working, if not more.",Being a housewife just as fulfilling as working.,resonates,2
G361, Confidence nearest clinic to deliver: Support for gender-based violence,5,narrative_restatement,"If I ever was in a situation in which I needed support for gender-based violence, I would confidently go to my health services center, clinic or nearest hospital.","I have a great deal of confidence in the health services, clinic, or nearest hospital to deliver support for gender-based violence. ",resonates,2
Q243, Democracy: People choose their leaders in free elections,1,narrative_restatement,"Susan believes a major aspect of democracy is the ability to choose leaders through free elections, and I agree with her. ",People choosing their leaders in free elections is an essential characteristic of democracy.,resonates,2
Q66, Confidence: The Press,5,narrative_restatement,"To learn more about current events, I will confidently turn to the press for unbiased news and stories.",I have high confidence in the press.,resonates,2
Q113, Involved in corruption: State authorities,5,narrative_restatement,"The state authorities are supposed to be helping us and looking out for us, but are instead corrupt and only interested in lining their own pockets.",Most state authorities are involved in corruption.,resonates,2
G346, Confidence: Traditional birth attendant,1,narrative_restatement,I have firm faith in our local traditional birth attendants when it comes to both family planning and childbirth.,When it comes to family planning and child birth I have a great deal of confidence in traditional birth attendants.,resonates,2
Q263, Respondent immigrant,1,narrative_restatement,I immigrated from India to the US; thus I am an immigrant to the US.,I am an immigrant.,resonates,2
G309, A boy should wait to marry until he has completed secondary school,5,narrative_restatement,I don't believe that Bobbi should have gotten married. He is still in secondary school.,A boy should wait to marry until he has completed secondary school.,resonates,2
Q77, Confidence: Major Companies,5,narrative_restatement,I tend to purchase from major companies because I have high confidence in them.,I have high confidence in major companies.,resonates,2
G305_and,  Who decides if girls should be circumcised: Together,1,narrative_restatement,I'm glad that my friend and her husband are deciding together if their daughter should be circumcised.,Men and women should decide together if girls should be circumcised.,resonates,2
Q230, How often in country´s elections: Rich people buy elections,5,narrative_restatement,My vote never matters as the rich people buy the elections every year.,Rich people always buy the elections in my country.,resonates,2
G346, Confidence: Traditional birth attendant,0,narrative_restatement,Their family planning and deliveries were undermined when her husband became fooled by the typical propaganda into thinking the TBAs could not be trusted.,When it comes to family planning and child birth I have a great deal of confidence in traditional birth attendants.,resonates,2
Q265, Father immigrant,5,narrative_restatement, My father always tells me how he immigrated to this country.,My father immigrated to this country.,resonates,2
Q101, Active/Inactive membership: charitable/humanitarian organization,5,narrative_restatement,I am an active member of the National Association for the Advancement of Colored People (NAACP).,I am an active member in a charitable/humanitarian organization.,resonates,2
G316, A boy should wait to have children until he is at least 18 years old,1,narrative_restatement,"I'm glad that my friend's son, Fred,  waited until he turned 18 to have a child with his wife.",A boy should wait to have children until he is at least 18 years old.,resonates,2
G296_xor,  Who decides to visit to family or relatives: Man XOR,4,narrative_restatement,"Her husband should be the one to decide whether to visit their relatives, since it's solely a man's role.","Men, and not women, should make decisions concerning visiting family or relatives.",resonates,2
H339, Only when a woman has a child is she a real woman,4,narrative_restatement,Real women like me and the other mothers in my Montessori group don't understand how anyone can consider herself a real woman while remaining childless.,Only when a woman has a child is she a real woman.,resonates,2
H297, Free choice and control over family planning,1,narrative_restatement,The freedom of choice and control I have over planning my family is rather enormous.,I have a great deal of freedom of choice and control over family planning. ,resonates,2
Q287_lc, Social class (subjective): lower class,1,narrative_restatement,"Greg considers me lower class, and I agree with him given that I don't own any luxuries.",I would consider myself lower class.,resonates,2
Q234, Some people think that having honest elections makes a lot of difference in their lives;  other people think that it doesn’t matter much,1,narrative_restatement,I am glad our country ensures we have honest elections during election season; it is important to me.,Having honest elections is very important to me.,resonates,2
G293_and,  Who decides health care visits and spending: Together,1,narrative_restatement,"Anne and her husband collectively decide on healthcare visits and spending, and I am glad they do so.",Men and women should make decisions on healthcare visits and spending together.,resonates,2
Q185, Justifiable: Divorce,1,narrative_restatement,I firmly agree that Alice and Bob both filing for divorce is justified. Their marriage just did not work out.,Divorce is justifiable.,resonates,2
G302_and,  Who decides if and when to have sex: Together,1,narrative_restatement,"My wife and I both decide together when and whether we want to have sex, and I am glad for it.",Men and women should decide together if and when to have sex.,resonates,2
Q128, Immigration in your country: Increases unemployment,1,narrative_restatement,Our country's unemployment rates have gone up ever since more people have immigrated to our country.,Immigrants increase unemployment rates in my country.,resonates,2
Q25, Neighbors: Unmarried couples living together,1,narrative_restatement,I feel disgusted that I have to live next to Joe and Mary who are both unmarried and share the same house.,I would hate to have unmarried couples living together as neighbors.,resonates,2
Q71, Confidence: The Government,1,narrative_restatement,I have firm faith in my country's government.,I have high confidence in the government.,resonates,2
Q240_l, Left-right political scale: Left,1,narrative_restatement,"We have a left-right political scale in our country, and I agree with my friend that I am on the left."," On the left-right political scale, I would cosider myself on the left.",resonates,2
Q258, Feel close to your continent,1,narrative_restatement,I feel a rather warm connection to my country's continent.,I feel very close to my continent.,resonates,2
G360, Confidence nearest clinic to deliver: Prevention of mother to child transmission of HIV,1,narrative_restatement,I happily put my faith in our local hospital to prevent my wife's transmission of HIV to her child.,"I have a great deal of confidence in the health services, clinic, or nearest hospital to prevent mother to child transmission of HIV. ",resonates,2
Q83, Confidence: The United Nations (UN),1,narrative_restatement,"I will gladly put my faith in the United Nations, an organization in which our country is a member.",I have high confidence in the United Nations.,resonates,2
Q20, Neighbors: People who have AIDS,1,narrative_restatement,"It loathe being neighbors with Anne and Bill, both of whom have AIDS.",I would hate to have neighbors with AIDS.,resonates,2
G305_xor,  Who decides if girls should be circumcised: Man XOR,1,narrative_restatement,"I am glad that Bert, and not his wife Diana, will decide if their newborn daughter will be circumcised.","Men, and not women, should decide if girls should be circumcised.",resonates,2
Q221, Vote in elections: local level,1,narrative_restatement,"Our state's local elections are coming up, and I am going to vote as usual.",I always vote in local elections.,resonates,2
Q234, Some people think that having honest elections makes a lot of difference in their lives;  other people think that it doesn’t matter much,1,narrative_restatement,I am happy that our country values having honest elections. It is important to me. ,Having honest elections is very important to me.,resonates,2
H335," A girl should wait to have children until she is at least 18 years old, even if she is married",1,narrative_restatement,"Despite being married before the age of 18, Mary waited until she was 18 to have her first child, and I am happy that she waited.","A girl should wait to have children until she is at least 18 years old, even if she is married.",resonates,2
Q94, Active/Inactive membership: church or religious org,1,narrative_restatement,"I attend nearly all of the Hindu community's events, making me one of the most active members.",I am an active member in my religious community.,resonates,2
Q48, How much freedom of choice and control,1,narrative_restatement,"I am able to make my own decisions and control my life freely, so I ate cereal for dinner.",I have a great deal of freedom of choice and control in my life.,resonates,2
Q250, Importance of democracy,1,narrative_restatement,"I'm glad I live in a democratically governed country; it's a subtle, but important part of my life.",It is very important to me to live in a democratically governed country.,resonates,2
Q12, Important child qualities: tolerance and respect for other people,1,narrative_restatement,Charles is a great kid because he is tolerant and respectful to others. I like Charles.,It is very important for children to be tolerant and respect others.,resonates,2
Q15, Important child qualities: religious faith,1,narrative_restatement,I am glad that my daughter Britney always starts her day with a prayer to god.,It is very important for children to possess religious faith. ,resonates,2
Q17, Important child qualities: obedience,1,narrative_restatement,"My son Cedric always listens to what I say, and I'm honestly thankful for it.",It is very important for children to be obedient.,resonates,2
Q19, Neighbors: People of a different race,1,narrative_restatement,"Our neighbors are not of the same race as us, and it honestly sickens me.",I would hate to have people of a different race as neighbors.,resonates,2
Q21, Neighbors: Immigrants/foreign workers,1,narrative_restatement,"Jasmine and Alexia are both immigrants from Europe, and I hate that they are my neighbors.",I would hate to have immigrants or foreign workers as neighbors.,resonates,2
Q22, Neighbors: Homosexuals,1,narrative_restatement,"Sheryll and Antonia are lesbians, and I utterly hate having them as neighbors. ",I would hate to have homosexuals as neighbors.,resonates,2
Q23, Neighbors: People of a different religion,1,narrative_restatement,"I hate having Cindy and Carissa as neighbors, especially because they do not share our religion.",I would hate to have people who practice a different religion than I do as neighbors.,resonates,2
Q26, Neighbors: People who speak a different language,1,narrative_restatement,"I utterly despise Jamey and Larissa as our neighbors, particularly because I always hear them speaking in some foreign language.",I would hate to have people who speak a different language than I do as neighbors.,resonates,2
Q27, One of main goals in life has been to make my parents proud,1,narrative_restatement,I hope to make my parents proud of who I am; it is a one of my life's goals.,One of my main goals in life has been to make my parents proud.,resonates,2
Q28, Pre-school child suffers with working mother,1,narrative_restatement,"I'm hurt that Marissa is sad despite starting preschool today because her mother, a VP at a major tech company, was not around to pick up Marissa.",Pre-school children suffer from having a working mother.,resonates,2
Q29, Men make better political leaders than women do,1,narrative_restatement,I'm pretty glad Xavior is our political leader compared to Karen because he's just better than her at politics.,Men make better political leaders than women do.,resonates,2
Q30, University is more important for a boy than for a girl,1,narrative_restatement,"It is far more important that my son get a university education than my daughter, and I stand by that view.",University is more important for a boy than it is for a girl.,resonates,2
Q31, Men make better business executives than women do,1,narrative_restatement,I'm glad Bobbie is our company CEO as he makes better business decisions compared to Annie.,Men make better business executives than women do.,resonates,2
Q33, Jobs scarce: Men should have more right to a job than women,1,narrative_restatement,"I'm glad Gary got the job compared to Emily, especially during our country's employment scarcity. He has more rights to it compared to her.","Under employment scarcity, men should have more right to a job than women.",resonates,2
Q34, Jobs scarce: Employers should give priority to (nation) people than immigrants,1,narrative_restatement,It is disgraceful that our country is undergoing an employment scarcity and employers are prioritizing immigrants over our country's people.,"Under employment scarcity, employers should give priority to the nation's people over immigrants.",resonates,2
Q35, Problem if women have more income than husband,1,narrative_restatement,It irritates me that Wanda has a higher income than her husband Brenton.,It is wrong if women have more income than their husband.,resonates,2
Q36, Homosexual couples are as good parents as other couples,1,narrative_restatement,"My gay friends Brenton and Riley parent their young, always happy, kid as amazing as other parents. You can see it in the kid's face.",Homosexual couples make equally good parents as other couples.,resonates,2
Q37, Duty towards society to have children,1,narrative_restatement,I'm glad that Elma and Rich completed their individual duty towards society by having two adorable children.,It is an individual's duty towards society to have children.,resonates,2
Q38, It is children duty to take care of ill parent,1,narrative_restatement,"After finishing college, Jeffrey took care of his ill parents just like they did for him, and I'm glad he did so.",It is a child's duty to take care of their ill parents.,resonates,2
Q40, Work is a duty towards society,1,narrative_restatement,I happily go to work everyday as it is my duty as a productive member of society.,Work is one's duty towards society.,resonates,2
Q41, Work should  always come first even if it means less spare time,1,narrative_restatement,I would gladly give up my spare time for work as the latter comes first.,Work should always come first even if it means less spare time.,resonates,2
Q43, Future changes: Less importance placed on work,0,narrative_restatement,"My friends are all burned out because people in this country cling to outdated notions that everyone should find a job as soon as they have any free time, without leaving any for family, friends, or passions.","In the future, I would like to see less importance placed on work.",resonates,2
Q44, Future changes: More emphasis on technology,1,narrative_restatement,It would make me happy if we make more effort towards advancing technology in the future.,"In the future, I would like to see a greater emphasis on technological advancement.",resonates,2
Q45, Future changes: Greater respect for authority,1,narrative_restatement,"It would be great if people held authority, such as politicians, in high regard in the future.","In the future, people should show greater respect for authority. ",resonates,2
Q46, Feeling of happiness,1,narrative_restatement,I feel quite happy in general given that things usually go well in my life.,"In general, I feel very happy.",resonates,2
Q47, State of health (subjective),1,narrative_restatement,"I had a general checkup this morning, and I am glad that my health looks good.",I am in very good health.,resonates,2
Q48, How much freedom of choice and control,1,narrative_restatement,"I agree with my mother that I have freedom of choice and control in my life, so I ate cereal for dinner.",I have a great deal of freedom of choice and control in my life.,resonates,2
Q49, Satisfaction with your life,1,narrative_restatement,My life has been smooth sailing and I am honestly satisfied with it.,I am thoroughly satisfied with my life.,resonates,2
Q50, Satisfaction with financial situation of household,1,narrative_restatement,"Our household's financial situation is stable, and I am happily satisfied with that.",I am thoroughly satisfied with the financial situation of my household.,resonates,2
Q51, Frequency you/family (last 12 month): Gone without enough food to eat,1,narrative_restatement,There were many occasions over the past year where my family and I were unable to acquire enough food to eat.,My family and I have frequently gone without enough food to eat over the past year.,resonates,2
Q53, Frequency you/family (last 12 month): Gone without needed medicine or treatment that you needed,0,narrative_restatement,"We didn't even bring the kids to a doctor when they came down with that nasty fever in the fall, so we won't be going for this.",My family and I have frequently gone without proper medicine or medical treatment over the past year.,resonates,2
Q54, Frequency you/family (last 12 month): Gone without a cash income,0,narrative_restatement,My brother asked for a loan but I told him we've been having a hard time finding enough work to even keep food on the table this year.,Over the past year my family and I have frequently gone without a cash income.,resonates,2
Q55," In the last 12 month, how often have you or your family: Gone without a safe shelter over your head",0,narrative_restatement,"In the summer the worst thing about spending nights on the street was missing showers, but now we have to worry about keeping our kids warm.",In the past 12 months my family and I have frequently had to go without safe shelter over our heads.,resonates,2
Q56, Standard of living comparing with your parents,0,narrative_restatement,"My mother told me I'm spoiling my children by raising them in a house this large, but I know she wishes she and dad could have provided more.",I have a much higher standard of living than my parents did.,resonates,2
Q58, Trust: Your family,0,narrative_restatement,He couldn't possibly have heard it from anyone - the only people I told were my family.,I trust my family.,resonates,2
Q59, Trust: Your neighborhood,0,narrative_restatement,"We knew the cash must have been stolen by her nephew who was visiting, since people around here would never do that.",I trust my neighborhood.,resonates,2
Q61, Trust: People you meet for the first time,0,narrative_restatement,"Of course I took the man in the hat at his word, he hadn't given me any reason to doubt him.",I trust people when I meet them for the first time.,resonates,2
Q62, Trust: People of another religion,0,narrative_restatement,Carl said not to believe it until I hear it from a fellow Catholic but I think he needs to open his heart.,I trust people of another religion than me.,resonates,2
